32 243032 15.498
33 1576 0.100501
34 32 0.00204062
35 1 6.37694e-05
36 2 0.000127539
37 4 0.000255077
38 3 0.000191308
39 4492 0.286452
40 1797 0.114594
41 1808 0.115295
42 28 0.00178554
43 1 6.37694e-05
44 16496 1.05194
45 335 0.0213627
46 21577 1.37595
47 76 0.00484647
48 280 0.0178554
49 442 0.0281861
50 218 0.0139017
51 130 0.00829002
52 131 0.00835379
53 115 0.00733348
54 100 0.00637694
55 78 0.00497401
56 181 0.0115423
57 125 0.00797117
58 2585 0.164844
59 34 0.00216816
60 0 0
61 0 0
62 0 0
63 2235 0.142525
64 2 0.000127539
65 0 0
66 0 0
67 0 0
68 0 0
69 0 0
70 0 0
71 0 0
72 0 0
73 0 0
74 0 0
75 0 0
76 0 0
77 0 0
78 0 0
79 0 0
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 37 0.00235947
92 0 0
93 37 0.00235947
94 0 0
95 0 0
96 0 0
97 94098 6.00057
98 21423 1.36613
99 30495 1.94465
100 49608 3.16347
101 143249 9.1349
102 27020 1.72305
103 28208 1.79881
104 73064 4.65925
105 82516 5.26199
106 2411 0.153748
107 12199 0.777923
108 55532 3.54124
109 31898 2.03412
110 81139 5.17418
111 92716 5.91244
112 22866 1.45815
113 1343 0.0856423
114 71010 4.52826
115 77671 4.95303
116 101694 6.48496
117 33759 2.15279
118 9868 0.629276
119 26433 1.68562
120 1463 0.0932946
121 24584 1.56771
122 1079 0.0688071
123 0 0
124 0 0
125 0 0
126 0 0
127 0 0
